chrom1	chrom2	policy	selected_swap_code	selected_swap1	selected_swap2	flip_source	n_eval_contacts	top1_accuracy	same_cross_accuracy	pmax_threshold_accuracy	pmax_threshold_recall
chr3	chr11	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	772	0.270725389	0.545336788	0.684210526	0.0168393782
chr3	chr11	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	772	0.270725389	0.545336788	0.684210526	0.0168393782
chr3	chr11	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	772	0.229274611	0.454663212	0.157894737	0.00388601036
chr3	chr11	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	772	0.229274611	0.454663212	0.157894737	0.00388601036
chr3	chr11	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	772	0.229274611	0.454663212	0.157894737	0.00388601036
chr3	chr11	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	772	0.229274611	0.454663212	0.157894737	0.00388601036
chr3	chr12	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	1358	0.265832106	0.58910162	0.296222664	0.109720177
chr3	chr12	pair_independent_4state_oracle	3	1	1	snp_truth_oracle	1358	0.322533137	0.58910162	0.411530815	0.152430044
chr3	chr12	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	1358	0.265832106	0.58910162	0.296222664	0.109720177
chr3	chr12	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1358	0.265832106	0.58910162	0.296222664	0.109720177
chr3	chr12	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1358	0.265832106	0.58910162	0.296222664	0.109720177
chr3	chr12	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1358	0.265832106	0.58910162	0.296222664	0.109720177
chr3	chr12	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	1358	0.265832106	0.58910162	0.296222664	0.109720177
chr3	chr12	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	1358	0.265832106	0.58910162	0.296222664	0.109720177
chr3	chr12	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	1358	0.265832106	0.58910162	0.296222664	0.109720177
chr3	chr12	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	1358	0.265832106	0.58910162	0.296222664	0.109720177
chr3	chr13	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	1063	0.531514581	0.656632173	0.795774648	0.212605833
chr3	chr13	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	1063	0.531514581	0.656632173	0.795774648	0.212605833
chr3	chr13	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	1063	0.531514581	0.656632173	0.795774648	0.212605833
chr3	chr13	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1063	0.531514581	0.656632173	0.795774648	0.212605833
chr3	chr13	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1063	0.531514581	0.656632173	0.795774648	0.212605833
chr3	chr13	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1063	0.531514581	0.656632173	0.795774648	0.212605833
chr3	chr13	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	1063	0.531514581	0.656632173	0.795774648	0.212605833
chr3	chr13	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	1063	0.531514581	0.656632173	0.795774648	0.212605833
chr3	chr13	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	1063	0.531514581	0.656632173	0.795774648	0.212605833
chr3	chr13	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	1063	0.531514581	0.656632173	0.795774648	0.212605833
chr3	chr14	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	660	0.310606061	0.516666667	0.3125	0.0454545455
chr3	chr14	pair_independent_4state_oracle	2	1	0	snp_truth_oracle	660	0.328787879	0.483333333	0.541666667	0.0787878788
chr3	chr14	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	660	0.310606061	0.516666667	0.3125	0.0454545455
chr3	chr14	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	660	0.310606061	0.516666667	0.3125	0.0454545455
chr3	chr14	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	660	0.310606061	0.516666667	0.3125	0.0454545455
chr3	chr14	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	660	0.310606061	0.516666667	0.3125	0.0454545455
chr3	chr14	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	660	0.310606061	0.516666667	0.3125	0.0454545455
chr3	chr14	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	660	0.156060606	0.484848485	0.0625	0.00909090909
chr3	chr14	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	660	0.310606061	0.516666667	0.3125	0.0454545455
chr3	chr14	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	660	0.310606061	0.516666667	0.3125	0.0454545455
chr3	chr15	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	607	0.182866557	0.398682043	0.0828729282	0.0247116969
chr3	chr15	pair_independent_4state_oracle	2	1	0	snp_truth_oracle	607	0.444810544	0.601317957	0.718232044	0.21416804
chr3	chr15	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	607	0.182866557	0.398682043	0.0828729282	0.0247116969
chr3	chr15	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	607	0.182866557	0.398682043	0.0828729282	0.0247116969
chr3	chr15	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	607	0.182866557	0.398682043	0.0828729282	0.0247116969
chr3	chr15	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	607	0.182866557	0.398682043	0.0828729282	0.0247116969
chr3	chr15	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	607	0.182866557	0.398682043	0.0828729282	0.0247116969
chr3	chr15	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	607	0.182866557	0.398682043	0.0828729282	0.0247116969
chr3	chr15	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	607	0.182866557	0.398682043	0.0828729282	0.0247116969
chr3	chr15	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	607	0.156507414	0.601317957	0.104972376	0.0313014827
chr3	chr16	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	340	0.214705882	0.464705882	0.261538462	0.05
chr3	chr16	pair_independent_4state_oracle	2	1	0	snp_truth_oracle	340	0.279411765	0.535294118	0.307692308	0.0588235294
chr3	chr16	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	340	0.214705882	0.464705882	0.261538462	0.05
chr3	chr16	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	340	0.214705882	0.464705882	0.261538462	0.05
chr3	chr16	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	340	0.214705882	0.464705882	0.261538462	0.05
chr3	chr16	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	340	0.214705882	0.464705882	0.261538462	0.05
chr3	chr16	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	340	0.255882353	0.535294118	0.2	0.0382352941
chr3	chr16	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	340	0.214705882	0.464705882	0.261538462	0.05
chr3	chr16	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	340	0.255882353	0.535294118	0.2	0.0382352941
chr3	chr16	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	340	0.255882353	0.535294118	0.2	0.0382352941
chr3	chr17	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	566	0.346289753	0.545936396	0.459677419	0.100706714
chr3	chr17	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	566	0.346289753	0.545936396	0.459677419	0.100706714
chr3	chr17	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	566	0.346289753	0.545936396	0.459677419	0.100706714
chr3	chr17	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	566	0.346289753	0.545936396	0.459677419	0.100706714
chr3	chr17	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	566	0.346289753	0.545936396	0.459677419	0.100706714
chr3	chr17	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	566	0.346289753	0.545936396	0.459677419	0.100706714
chr3	chr17	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	566	0.346289753	0.545936396	0.459677419	0.100706714
chr3	chr17	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	566	0.346289753	0.545936396	0.459677419	0.100706714
chr3	chr17	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	566	0.346289753	0.545936396	0.459677419	0.100706714
chr3	chr17	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	566	0.346289753	0.545936396	0.459677419	0.100706714
chr3	chr18	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	763	0.580602883	0.69593709	0.683467742	0.44429882
chr3	chr18	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	763	0.580602883	0.69593709	0.683467742	0.44429882
chr3	chr18	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	763	0.580602883	0.69593709	0.683467742	0.44429882
chr3	chr18	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	763	0.580602883	0.69593709	0.683467742	0.44429882
chr3	chr18	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	763	0.580602883	0.69593709	0.683467742	0.44429882
chr3	chr18	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	763	0.580602883	0.69593709	0.683467742	0.44429882
chr3	chr18	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	763	0.580602883	0.69593709	0.683467742	0.44429882
chr3	chr18	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	763	0.123197903	0.30406291	0.0927419355	0.0602883355
chr3	chr18	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	763	0.580602883	0.69593709	0.683467742	0.44429882
chr3	chr18	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	763	0.580602883	0.69593709	0.683467742	0.44429882
chr3	chr19	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	464	0.334051724	0.530172414	0.736842105	0.120689655
chr3	chr19	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	464	0.334051724	0.530172414	0.736842105	0.120689655
chr3	chr19	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	464	0.334051724	0.530172414	0.736842105	0.120689655
chr3	chr19	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	464	0.334051724	0.530172414	0.736842105	0.120689655
chr3	chr19	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	464	0.334051724	0.530172414	0.736842105	0.120689655
chr3	chr19	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	464	0.334051724	0.530172414	0.736842105	0.120689655
chr3	chr19	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	464	0.334051724	0.530172414	0.736842105	0.120689655
chr3	chr19	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	464	0.213362069	0.469827586	0.157894737	0.025862069
chr3	chr19	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	464	0.334051724	0.530172414	0.736842105	0.120689655
chr3	chr19	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	464	0.334051724	0.530172414	0.736842105	0.120689655
chr3	chrX	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	405	0.274074074	0.540740741	0.166666667	0.0049382716
chr3	chrX	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	405	0.274074074	0.540740741	0.166666667	0.0049382716
chr3	chrX	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	405	0.274074074	0.540740741	0.166666667	0.0049382716
chr3	chrX	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	405	0.274074074	0.540740741	0.166666667	0.0049382716
chr3	chrX	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	405	0.274074074	0.540740741	0.166666667	0.0049382716
chr3	chrX	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	405	0.274074074	0.540740741	0.166666667	0.0049382716
chr3	chrX	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	405	0.212345679	0.459259259	0.0833333333	0.0024691358
chr3	chrX	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	405	0.212345679	0.459259259	0.0833333333	0.0024691358
chr3	chrX	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	405	0.212345679	0.459259259	0.0833333333	0.0024691358
chr3	chrX	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	405	0.212345679	0.459259259	0.0833333333	0.0024691358
chr4	chr5	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	1849	0.624121147	0.717144402	0.751745539	0.524067063
chr4	chr5	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	1849	0.624121147	0.717144402	0.751745539	0.524067063
chr4	chr5	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	1849	0.624121147	0.717144402	0.751745539	0.524067063
chr4	chr5	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1849	0.624121147	0.717144402	0.751745539	0.524067063
chr4	chr5	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1849	0.624121147	0.717144402	0.751745539	0.524067063
chr4	chr5	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1849	0.624121147	0.717144402	0.751745539	0.524067063
chr4	chr5	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	1849	0.624121147	0.717144402	0.751745539	0.524067063
chr4	chr5	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	1849	0.624121147	0.717144402	0.751745539	0.524067063
chr4	chr5	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	1849	0.624121147	0.717144402	0.751745539	0.524067063
chr4	chr5	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	1849	0.624121147	0.717144402	0.751745539	0.524067063
chr4	chr6	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	741	0.365721997	0.585695007	0.407488987	0.249662618
chr4	chr6	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	741	0.365721997	0.585695007	0.407488987	0.249662618
chr4	chr6	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	741	0.365721997	0.585695007	0.407488987	0.249662618
chr4	chr6	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	741	0.365721997	0.585695007	0.407488987	0.249662618
chr4	chr6	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	741	0.365721997	0.585695007	0.407488987	0.249662618
chr4	chr6	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	741	0.365721997	0.585695007	0.407488987	0.249662618
chr4	chr6	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	741	0.365721997	0.585695007	0.407488987	0.249662618
chr4	chr6	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	741	0.365721997	0.585695007	0.407488987	0.249662618
chr4	chr6	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	741	0.365721997	0.585695007	0.407488987	0.249662618
chr4	chr6	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	741	0.365721997	0.585695007	0.407488987	0.249662618
chr4	chr7	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	1423	0.423049895	0.548137737	0.47631935	0.247364722
chr4	chr7	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	1423	0.423049895	0.548137737	0.47631935	0.247364722
chr4	chr7	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	1423	0.423049895	0.548137737	0.47631935	0.247364722
chr4	chr7	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1423	0.423049895	0.548137737	0.47631935	0.247364722
chr4	chr7	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1423	0.423049895	0.548137737	0.47631935	0.247364722
chr4	chr7	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1423	0.423049895	0.548137737	0.47631935	0.247364722
chr4	chr7	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	1423	0.327477161	0.451862263	0.362652233	0.188334505
chr4	chr7	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	1423	0.327477161	0.451862263	0.362652233	0.188334505
chr4	chr7	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	1423	0.327477161	0.451862263	0.362652233	0.188334505
chr4	chr7	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	1423	0.327477161	0.451862263	0.362652233	0.188334505
chr4	chr8	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	623	0.287319422	0.539325843	0.327272727	0.0288924559
chr4	chr8	pair_independent_4state_oracle	1	0	1	snp_truth_oracle	623	0.300160514	0.462279294	0.272727273	0.0240770465
chr4	chr8	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	623	0.287319422	0.539325843	0.327272727	0.0288924559
chr4	chr8	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	623	0.287319422	0.539325843	0.327272727	0.0288924559
chr4	chr8	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	623	0.287319422	0.539325843	0.327272727	0.0288924559
chr4	chr8	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	623	0.287319422	0.539325843	0.327272727	0.0288924559
chr4	chr8	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	623	0.300160514	0.462279294	0.272727273	0.0240770465
chr4	chr8	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	623	0.287319422	0.539325843	0.327272727	0.0288924559
chr4	chr8	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	623	0.300160514	0.462279294	0.272727273	0.0240770465
chr4	chr8	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	623	0.300160514	0.462279294	0.272727273	0.0240770465
chr4	chr9	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	718	0.231197772	0.551532033	0.221428571	0.0431754875
chr4	chr9	pair_independent_4state_oracle	3	1	1	snp_truth_oracle	718	0.320334262	0.551532033	0.371428571	0.0724233983
chr4	chr9	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	718	0.231197772	0.551532033	0.221428571	0.0431754875
chr4	chr9	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	718	0.231197772	0.551532033	0.221428571	0.0431754875
chr4	chr9	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	718	0.231197772	0.551532033	0.221428571	0.0431754875
chr4	chr9	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	718	0.231197772	0.551532033	0.221428571	0.0431754875
chr4	chr9	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	718	0.253481894	0.448467967	0.25	0.0487465181
chr4	chr9	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	718	0.253481894	0.448467967	0.25	0.0487465181
chr4	chr9	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	718	0.253481894	0.448467967	0.25	0.0487465181
chr4	chr9	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	718	0.253481894	0.448467967	0.25	0.0487465181
chr4	chr10	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	1850	0.730810811	0.801081081	0.769732551	0.637837838
chr4	chr10	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	1850	0.730810811	0.801081081	0.769732551	0.637837838
chr4	chr10	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	1850	0.730810811	0.801081081	0.769732551	0.637837838
chr4	chr10	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1850	0.730810811	0.801081081	0.769732551	0.637837838
chr4	chr10	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1850	0.730810811	0.801081081	0.769732551	0.637837838
chr4	chr10	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1850	0.730810811	0.801081081	0.769732551	0.637837838
chr4	chr10	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	1850	0.121621622	0.207027027	0.0945857795	0.0783783784
chr4	chr10	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	1850	0.121621622	0.207027027	0.0945857795	0.0783783784
chr4	chr10	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	1850	0.121621622	0.207027027	0.0945857795	0.0783783784
chr4	chr10	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	1850	0.121621622	0.207027027	0.0945857795	0.0783783784
chr4	chr11	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	649	0.291217257	0.502311248	0.586206897	0.0261941448
chr4	chr11	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	649	0.291217257	0.502311248	0.586206897	0.0261941448
chr4	chr11	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	649	0.291217257	0.502311248	0.586206897	0.0261941448
chr4	chr11	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	649	0.291217257	0.502311248	0.586206897	0.0261941448
chr4	chr11	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	649	0.291217257	0.502311248	0.586206897	0.0261941448
chr4	chr11	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	649	0.291217257	0.502311248	0.586206897	0.0261941448
chr4	chr11	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	649	0.291217257	0.502311248	0.586206897	0.0261941448
chr4	chr11	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	649	0.291217257	0.502311248	0.586206897	0.0261941448
chr4	chr11	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	649	0.291217257	0.502311248	0.586206897	0.0261941448
chr4	chr11	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	649	0.291217257	0.502311248	0.586206897	0.0261941448
chr4	chr12	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	1104	0.49365942	0.68115942	0.700251889	0.251811594
chr4	chr12	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	1104	0.49365942	0.68115942	0.700251889	0.251811594
chr4	chr12	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	1104	0.49365942	0.68115942	0.700251889	0.251811594
chr4	chr12	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1104	0.49365942	0.68115942	0.700251889	0.251811594
chr4	chr12	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1104	0.49365942	0.68115942	0.700251889	0.251811594
chr4	chr12	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1104	0.49365942	0.68115942	0.700251889	0.251811594
chr4	chr12	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	1104	0.49365942	0.68115942	0.700251889	0.251811594
chr4	chr12	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	1104	0.49365942	0.68115942	0.700251889	0.251811594
chr4	chr12	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	1104	0.49365942	0.68115942	0.700251889	0.251811594
chr4	chr12	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	1104	0.49365942	0.68115942	0.700251889	0.251811594
chr4	chr13	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	582	0.321305842	0.585910653	0.625	0.137457045
chr4	chr13	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	582	0.321305842	0.585910653	0.625	0.137457045
chr4	chr13	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	582	0.321305842	0.585910653	0.625	0.137457045
chr4	chr13	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	582	0.321305842	0.585910653	0.625	0.137457045
chr4	chr13	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	582	0.321305842	0.585910653	0.625	0.137457045
chr4	chr13	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	582	0.321305842	0.585910653	0.625	0.137457045
chr4	chr13	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	582	0.192439863	0.414089347	0.0625	0.0137457045
chr4	chr13	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	582	0.192439863	0.414089347	0.0625	0.0137457045
chr4	chr13	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	582	0.192439863	0.414089347	0.0625	0.0137457045
chr4	chr13	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	582	0.192439863	0.414089347	0.0625	0.0137457045
chr4	chr14	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	629	0.319554849	0.53736089	0.707317073	0.0922098569
chr4	chr14	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	629	0.319554849	0.53736089	0.707317073	0.0922098569
chr4	chr14	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	629	0.319554849	0.53736089	0.707317073	0.0922098569
chr4	chr14	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	629	0.319554849	0.53736089	0.707317073	0.0922098569
chr4	chr14	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	629	0.319554849	0.53736089	0.707317073	0.0922098569
chr4	chr14	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	629	0.319554849	0.53736089	0.707317073	0.0922098569
chr4	chr14	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	629	0.319554849	0.53736089	0.707317073	0.0922098569
chr4	chr14	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	629	0.319554849	0.53736089	0.707317073	0.0922098569
