config_name	chrom_pair	score_name	n_contacts	top1_accuracy	same_cross_accuracy	contact_weighted_mean_score	eval_only_uses_phase_labels_for_scoring	call_score_uses_phase_labels
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr8__chr17	posterior_nearest_agreement_gap	477	0.352201258	0.610062893	0.880936519	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr8__chr18	posterior_nearest_agreement_gap	435	0.351724138	0.549425287	1.66319881	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr8__chr19	posterior_nearest_agreement_gap	579	0.621761658	0.73402418	2.82306323	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr8__chr9	posterior_nearest_agreement_gap	472	0.305084746	0.502118644	2.38752509	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr8__chrX	posterior_nearest_agreement_gap	464	0.228448276	0.566810345	1.68743711	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr9__chr10	posterior_nearest_agreement_gap	559	0.218246869	0.518783542	0.0745804627	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr9__chr11	posterior_nearest_agreement_gap	700	0.251428571	0.458571429	2.87694122	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr9__chr12	posterior_nearest_agreement_gap	576	0.180555556	0.442708333	2.17085167	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr9__chr13	posterior_nearest_agreement_gap	561	0.247771836	0.465240642	0.709620572	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr9__chr14	posterior_nearest_agreement_gap	446	0.19058296	0.47309417	1.11289229	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr9__chr15	posterior_nearest_agreement_gap	431	0.252900232	0.531322506	1.35790379	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr9__chr16	posterior_nearest_agreement_gap	798	0.582706767	0.72556391	0.448661985	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr9__chr17	posterior_nearest_agreement_gap	1022	0.701565558	0.794520548	2.06224015	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr9__chr18	posterior_nearest_agreement_gap	444	0.274774775	0.506756757	0.520517949	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr9__chr19	posterior_nearest_agreement_gap	309	0.28802589	0.608414239	0.649559677	1	0
p9016_pcgamma0p5_prior0p5_power4_warmup10_sep_off	chr9__chrX	posterior_nearest_agreement_gap	497	0.468812877	0.645875252	2.47085962	1	0
